,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Name,Manufactured Location,Year,Mileometer(in kms),Fuel_Type,Mode,Owner_Type,Mileage,Engine,Power,Seats,Price,Age,Efficiency,Avg_kms_per_year
153,153,153,153,161,Toyota Innova 2.5 G (Diesel) 7 Seater,Ahmedabad,2016,90000,Diesel,Manual,First,12.99,2494.0,100.6,7.0,10.9,8,0.1291252485089463,11250.0
154,154,154,154,162,Maruti Swift VXI Optional,Ahmedabad,2017,24005,Petrol,Manual,First,20.4,1197.0,81.8,5.0,6.2,7,0.2493887530562347,3429.285714285714
155,155,155,155,163,Mahindra XUV500 W8 2WD,Mumbai,2012,32792,Diesel,Manual,First,15.1,2179.0,140.0,7.0,7.9,12,0.1078571428571428,2732.6666666666665
156,156,156,156,164,Ford Ecosport 1.5 DV5 MT Ambiente,Kochi,2014,147898,Diesel,Manual,First,22.7,1498.0,89.84,5.0,4.42,10,0.2526714158504007,14789.8
157,157,157,157,165,Toyota Fortuner 4x2 Manual,Mumbai,2012,131765,Diesel,Manual,First,13.0,2982.0,168.5,7.0,13.5,12,0.0771513353115727,10980.416666666666
158,158,158,158,166,Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,Chennai,2013,65000,Diesel,Automatic,First,21.5,1498.0,108.5,5.0,6.25,11,0.1981566820276497,5909.090909090909
159,159,159,159,167,Ford Figo Diesel Titanium,Jaipur,2010,66123,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,2.1,14,0.2941176470588235,4723.071428571428
160,160,160,160,168,BMW X5 xDrive 30d,Mumbai,2015,41000,Diesel,Automatic,First,15.3,2993.0,258.0,5.0,45.0,9,0.0593023255813953,4555.555555555556
161,161,161,161,169,Mercedes-Benz New C-Class C 220 CDI Style,Coimbatore,2017,23550,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,33.66,7,0.1149624149862784,3364.285714285714
162,162,162,162,170,Honda Brio V MT,Bangalore,2012,45000,Petrol,Manual,Second,19.4,1198.0,86.8,5.0,3.65,12,0.2235023041474654,3750.0
163,163,163,163,171,Hyundai i10 Magna 1.2,Delhi,2013,60000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.75,11,0.2580481622306717,5454.545454545455
164,164,164,164,172,Mercedes-Benz GLC 220,Bangalore,2016,44414,Diesel,Automatic,First,17.9,2143.0,170.0,5.0,42.5,8,0.1052941176470588,5551.75
165,165,165,165,173,Hyundai Grand i10 1.2 Kappa Asta,Kolkata,2019,1000,Petrol,Manual,First,18.9,1197.0,81.86,5.0,6.5,5,0.2308819936476911,200.0
166,166,166,166,174,Audi A6 2011-2015 2.0 TDI Premium Plus,Mumbai,2012,62500,Diesel,Automatic,Second,17.68,1968.0,174.33,5.0,19.0,12,0.1014168530947054,5208.333333333333
167,167,167,167,175,Volkswagen Vento Petrol Highline AT,Mumbai,2013,21000,Petrol,Automatic,Second,14.4,1598.0,103.6,5.0,4.45,11,0.138996138996139,1909.090909090909
168,168,168,168,176,Mini Countryman Cooper D,Jaipur,2017,8525,Diesel,Automatic,Second,16.6,1998.0,112.0,5.0,23.0,7,0.1482142857142857,1217.857142857143
169,169,169,169,177,Hyundai i20 Asta 1.4 CRDi,Bangalore,2014,29000,Diesel,Manual,First,22.54,1396.0,88.73,5.0,8.35,10,0.2540290769750929,2900.0
170,170,170,170,178,Audi A6 2011-2015 2.0 TDI Premium Plus,Mumbai,2014,40000,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,22.95,10,0.1014168530947054,4000.0
171,171,171,171,179,Chevrolet Beat Diesel LT,Jaipur,2012,88000,Diesel,Manual,First,25.44,936.0,57.6,5.0,1.5,12,0.4416666666666666,7333.333333333333
172,172,172,172,180,Skoda Superb Elegance 1.8 TSI AT,Kochi,2012,53537,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,6.89,12,0.0868462757527733,4461.416666666667
173,173,173,173,181,Ford Fiesta 1.4 TDCi EXI Limited Edition,Chennai,2006,216000,Diesel,Manual,Second,17.8,1399.0,68.0,5.0,1.45,18,0.2617647058823529,12000.0
174,174,174,174,182,BMW 5 Series 520d Luxury Line,Hyderabad,2014,51000,Diesel,Automatic,First,22.48,1995.0,190.0,5.0,33.5,10,0.1183157894736842,5100.0
175,175,175,175,183,Chevrolet Optra Magnum 1.6 LS BS3,Jaipur,2007,118500,Petrol,Manual,First,12.9,1598.0,102.5,5.0,1.25,17,0.1258536585365853,6970.588235294118
176,176,176,176,184,Volkswagen Polo Diesel Highline 1.2L,Hyderabad,2012,63000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,4.2,12,0.2986468200270635,5250.0
177,177,177,177,185,Renault Lodgy 110PS RxZ 8 Seater,Mumbai,2015,25000,Diesel,Manual,First,19.98,1461.0,108.5,8.0,6.75,9,0.184147465437788,2777.777777777778
178,178,178,178,186,Mercedes-Benz E-Class E250 CDI Avantgrade,Bangalore,2014,37382,Diesel,Automatic,First,13.0,2143.0,201.1,5.0,32.0,10,0.0646444554947787,3738.2
179,179,179,179,187,Maruti Baleno Alpha,Kochi,2017,24773,Petrol,Manual,First,21.4,1197.0,83.1,5.0,7.5,7,0.2575210589651023,3539.0
180,180,180,180,188,Hyundai Verna 1.6 SX,Delhi,2012,62000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,4.6,12,0.1766941101963268,5166.666666666667
181,181,181,181,189,Hyundai i10 Magna 1.1,Kochi,2017,52340,Petrol,Manual,First,19.81,1086.0,68.05,5.0,4.04,7,0.2911094783247612,7477.142857142857
182,182,182,182,190,Mahindra Scorpio 1.99 S10 4WD,Kochi,2016,56739,Diesel,Manual,First,15.4,1997.0,120.0,7.0,10.31,8,0.1283333333333333,7092.375
183,183,183,183,191,Land Rover Range Rover 2.2L Dynamic,Coimbatore,2018,36091,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,55.76,6,0.0676611614278103,6015.166666666667
184,184,184,184,192,Ford Figo Diesel ZXI,Chennai,2010,120000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,2.6,14,0.2941176470588235,8571.42857142857
185,185,185,185,193,Maruti Ertiga ZDI,Mumbai,2016,33000,Diesel,Manual,First,25.47,1248.0,88.5,7.0,8.5,8,0.2877966101694915,4125.0
186,186,186,186,194,Honda City 1.5 GXI,Ahmedabad,2007,60006,Petrol,Manual,First,0.0,1631.552572706935,98.6,5.286452057152694,2.95,17,0.0,3529.764705882353
187,187,187,187,195,Honda Amaze S i-Dtech,Kolkata,2014,52000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,3.5,10,0.2616632860040568,5200.0
188,188,188,188,196,Hyundai i10 Magna,Jaipur,2015,43571,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.55,9,0.2580481622306717,4841.222222222223
189,189,189,189,197,Honda Amaze S i-Dtech,Kolkata,2013,50000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,3.25,11,0.2616632860040568,4545.454545454545
190,190,190,190,198,Skoda Laura Ambiente,Hyderabad,2008,113000,Diesel,Manual,First,17.5,1896.0,106.0,5.0,4.5,16,0.1650943396226415,7062.5
191,191,191,191,199,Renault Duster 85PS Diesel RxL,Delhi,2014,90000,Diesel,Manual,First,19.87,1461.0,83.8,5.0,5.35,10,0.2371121718377088,9000.0
192,192,192,192,200,Mahindra NuvoSport N6,Chennai,2017,29000,Diesel,Manual,Second,17.45,1493.0,100.0,7.0,6.5,7,0.1745,4142.857142857143
193,193,193,193,201,Maruti Vitara Brezza ZDi Plus Dual Tone,Mumbai,2016,20000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9.0,8,0.2745762711864407,2500.0
194,194,194,194,202,Hyundai i20 Asta Option 1.2,Kochi,2016,61012,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.0,8,0.2273005010387388,7626.5
195,195,195,195,203,Skoda Fabia 1.4 MPI Ambiente,Jaipur,2009,87459,Petrol,Manual,First,14.7,1390.0,85.0,5.0,2.75,15,0.1729411764705882,5830.6
196,196,196,196,204,Tata Indigo eCS GLX,Pune,2010,70500,Petrol,Manual,First,15.64,1193.0,64.1,5.0,1.5,14,0.24399375975039,5035.714285714285
197,197,197,197,205,Audi Q3 2012-2015 35 TDI Quattro Premium Plus,Delhi,2015,64103,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,19.9,9,0.0902311707680835,7122.555555555556
198,198,198,198,206,Skoda Octavia Elegance 1.8 TSI AT,Mumbai,2014,76000,Petrol,Automatic,First,14.7,1798.0,177.5,5.0,10.0,10,0.0828169014084507,7600.0
199,199,199,199,207,Toyota Etios Liva GD SP,Delhi,2014,104000,Diesel,Manual,First,23.59,1364.0,67.06,5.0,3.0,10,0.3517745302713987,10400.0
200,200,200,200,208,Maruti Swift 1.3 VXi,Kolkata,2010,42001,Petrol,Manual,First,16.1,1631.552572706935,98.6,5.286452057152694,2.11,14,0.1632860040567951,3000.0714285714284
201,201,201,201,209,Mercedes-Benz B Class B180,Kochi,2014,37245,Petrol,Automatic,First,14.8,1595.0,120.7,5.0,11.96,10,0.1226180613090306,3724.5
202,202,202,202,210,Honda Amaze S Diesel,Kolkata,2013,45000,Diesel,Manual,First,27.4,1498.0,98.6,5.0,3.25,11,0.2778904665314402,4090.909090909091
203,203,203,203,211,Hyundai Verna 1.6 SX,Jaipur,2012,117837,Diesel,Manual,Second,22.32,1582.0,126.32,5.0,4.75,12,0.1766941101963268,9819.75
204,204,204,204,212,Renault Duster 85PS Diesel RxL Optional,Mumbai,2014,30000,Diesel,Manual,First,20.46,1461.0,83.8,5.0,5.95,10,0.2441527446300716,3000.0
205,205,205,205,213,Hyundai Creta 1.6 VTVT S,Delhi,2015,27057,Petrol,Manual,Second,15.29,1591.0,121.3,5.0,8.15,9,0.1260511129431162,3006.3333333333335
206,206,206,206,214,Maruti Wagon R AMT VXI,Mumbai,2016,8500,Petrol,Automatic,First,20.51,998.0,67.0,5.0,4.22,8,0.3061194029850747,1062.5
207,207,207,207,215,Mercedes-Benz New C-Class C250 Avantgarde,Kolkata,2010,30500,Petrol,Automatic,First,11.74,1796.0,186.0,5.0,10.5,14,0.0631182795698924,2178.5714285714284
208,208,208,208,216,Audi A8 L 3.0 TDI quattro,Delhi,2012,56000,Diesel,Automatic,First,11.8,2967.0,246.7,5.0,45.0,12,0.0478313741386299,4666.666666666667
209,209,209,209,217,Hyundai i10 Magna 1.1,Pune,2012,44000,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,2.9,12,0.2911094783247612,3666.6666666666665
210,210,210,210,218,Skoda Rapid 1.6 MPI AT Style Black Package,Mumbai,2017,10500,Petrol,Automatic,First,14.3,1598.0,103.52,5.0,8.9,7,0.1381375579598145,1500.0
211,211,211,211,219,Skoda Superb Style 1.8 TSI AT,Hyderabad,2017,26000,Petrol,Automatic,First,14.67,1798.0,177.46,5.0,26.0,7,0.0826665163980615,3714.285714285714
212,212,212,212,220,Hyundai i20 Active 1.2 SX,Coimbatore,2018,25166,Petrol,Manual,First,17.19,1197.0,81.86,5.0,8.22,6,0.2099926704129001,4194.333333333333
213,213,213,213,221,Honda Amaze VX i-DTEC,Kolkata,2014,64000,Diesel,Manual,Second,25.8,1498.0,98.6,5.0,3.5,10,0.2616632860040568,6400.0
214,214,214,214,222,Maruti Wagon R LXI,Chennai,2004,61000,Petrol,Manual,Second,18.9,998.0,67.1,5.0,1.25,20,0.2816691505216095,3050.0
215,215,215,215,223,Mahindra Verito 1.5 D4 BSIV,Hyderabad,2013,107000,Diesel,Manual,First,21.03,1461.0,65.0,5.0,3.7,11,0.3235384615384615,9727.272727272728
216,216,216,216,224,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,29161,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,39.41,6,0.1149624149862784,4860.166666666667
217,217,217,217,225,Maruti Wagon R VXI,Kolkata,2013,32000,Petrol,Manual,First,22.5,998.0,67.04,5.0,2.65,11,0.3356205250596658,2909.090909090909
218,218,218,218,226,Nissan Terrano XV Premium 110 PS Anniversary Edition,Coimbatore,2015,46173,Diesel,Manual,Second,19.01,1461.0,108.5,5.0,8.92,9,0.1752073732718894,5130.333333333333
219,219,219,219,228,Mini Cooper Convertible S,Kochi,2017,26327,Petrol,Automatic,First,16.82,1998.0,189.08,4.0,35.67,7,0.0889570552147239,3761.0
220,220,220,220,229,Ford Figo Diesel,Bangalore,2015,70436,Diesel,Manual,First,0.0,1498.0,99.0,5.286452057152694,3.6,9,0.0,7826.222222222223
221,221,221,221,230,Tata Indica V2 DLS BSII,Jaipur,2007,200000,Diesel,Manual,Second,17.2,1396.0,53.5,5.0,0.85,17,0.3214953271028037,11764.70588235294
222,222,222,222,231,Chevrolet Beat LT,Kochi,2016,60813,Petrol,Manual,Second,18.6,1199.0,76.8,5.0,3.32,8,0.2421875,7601.625
223,223,223,223,232,Volkswagen Polo Diesel Comfortline 1.2L,Mumbai,2012,45000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,3.6,12,0.2986468200270635,3750.0
224,224,224,224,233,Maruti Swift ZDi,Hyderabad,2016,64000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,6.8,8,0.3094594594594594,8000.0
225,225,225,225,234,Ford Figo Diesel EXI,Kolkata,2012,41284,Diesel,Manual,First,20.0,1399.0,68.05,5.0,2.5,12,0.2939015429831006,3440.3333333333335
226,226,226,226,235,Toyota Innova Crysta 2.8 GX AT,Kochi,2019,14165,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,19.64,5,0.0662390670553935,2833.0
227,227,227,227,236,Hyundai Santa Fe 4x4 AT,Mumbai,2011,67000,Diesel,Automatic,Second,11.72,2199.0,194.3,7.0,7.0,13,0.0603190941842511,5153.846153846154
228,228,228,228,237,Honda City i-VTEC V,Kolkata,2011,32572,Petrol,Manual,First,17.4,1497.0,117.3,5.0,3.87,13,0.1483375959079284,2505.5384615384614
229,229,229,229,238,Hyundai i20 1.2 Magna Executive,Kochi,2018,14960,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.27,6,0.2273005010387388,2493.3333333333335
230,230,230,230,239,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Kochi,2015,55980,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,18.12,9,0.1149624149862784,6220.0
231,231,231,231,240,Chevrolet Beat Diesel LT,Mumbai,2013,74000,Diesel,Manual,First,25.44,936.0,57.6,5.0,2.65,11,0.4416666666666666,6727.272727272727
232,232,232,232,241,Hyundai i20 Sportz 1.4 CRDi,Kochi,2015,56847,Diesel,Manual,First,22.54,1396.0,88.73,5.0,7.2,9,0.2540290769750929,6316.333333333333
233,233,233,233,242,Toyota Innova 2.5 Z Diesel 7 Seater,Coimbatore,2015,121374,Diesel,Manual,First,12.99,2494.0,100.6,7.0,14.3,9,0.1291252485089463,13486.0
234,234,234,234,243,Maruti Ertiga VDI,Chennai,2013,52000,Diesel,Manual,First,20.77,1248.0,88.76,7.0,6.9,11,0.2340018026137899,4727.272727272727
235,235,235,235,244,Toyota Innova 2.5 V Diesel 7-seater,Mumbai,2014,118000,Diesel,Manual,First,12.8,2494.0,102.0,7.0,10.75,10,0.1254901960784313,11800.0
236,236,236,236,246,Honda City i VTEC V,Kochi,2016,33915,Petrol,Manual,First,17.8,1497.0,117.3,5.0,8.09,8,0.1517476555839727,4239.375
237,237,237,237,247,BMW X1 sDrive20d,Ahmedabad,2014,82002,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,18.5,10,0.0926630434782608,8200.2
238,238,238,238,248,Hyundai Grand i10 CRDi Era,Mumbai,2017,33000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,4.75,7,0.3428571428571428,4714.285714285715
239,239,239,239,249,Maruti Ciaz 1.3 Alpha,Chennai,2016,34000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,8.45,8,0.3174011299435028,4250.0
240,240,240,240,250,Skoda Rapid Leisure 1.6 TDI MT,Kolkata,2012,55000,Diesel,Manual,First,20.5,1598.0,103.6,5.0,3.5,12,0.1978764478764479,4583.333333333333
241,241,241,241,251,Hyundai Accent CRDi,Kochi,2006,160538,Diesel,Manual,First,13.1,1493.0,82.0,5.0,1.8,18,0.1597560975609756,8918.777777777777
242,242,242,242,252,Volkswagen Polo GT 1.5 TDI,Jaipur,2014,60000,Diesel,Manual,Second,19.91,1498.0,103.6,5.0,3.7,10,0.1921814671814672,6000.0
243,243,243,243,253,Honda Jazz 1.2 VX i VTEC,Coimbatore,2017,49575,Petrol,Manual,First,18.7,1199.0,88.7,5.0,7.17,7,0.2108229988726042,7082.142857142857
244,244,244,244,254,Hyundai i10 Era,Jaipur,2010,83000,Petrol,Manual,First,19.81,1086.0,68.05,5.0,1.75,14,0.2911094783247612,5928.571428571428
245,245,245,245,255,Hyundai Tucson 2.0 e-VGT 2WD AT GLS,Kochi,2018,51346,Diesel,Automatic,First,16.38,1995.0,183.0,5.0,21.99,6,0.0895081967213114,8557.666666666666
246,246,246,246,256,Toyota Innova Crysta 2.4 ZX MT,Pune,2017,43000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,18.65,7,0.0925575101488497,6142.857142857143
247,247,247,247,257,Maruti Omni MPI CARGO BSIII W/ IMMOBILISER,Jaipur,2011,35000,Petrol,Manual,Third,19.7,796.0,35.0,5.0,1.85,13,0.5628571428571428,2692.3076923076924
248,248,248,248,258,Maruti Swift VXI BSIV,Coimbatore,2017,27872,Petrol,Manual,Second,20.4,1197.0,81.8,5.0,5.95,7,0.2493887530562347,3981.714285714286
249,249,249,249,259,Hyundai Grand i10 Magna,Mumbai,2014,16514,Petrol,Manual,First,18.9,1197.0,82.0,5.0,3.75,10,0.2304878048780487,1651.4
250,250,250,250,260,Maruti Swift VDI,Pune,2012,120000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,3.75,12,0.3094594594594594,10000.0
251,251,251,251,261,Hyundai Verna CRDi 1.6 SX,Hyderabad,2008,143275,Diesel,Manual,First,22.0,1582.0,126.2,5.0,2.6,16,0.1743264659270998,8954.6875
252,252,252,252,263,Hyundai i20 1.2 Sportz,Mumbai,2010,52000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,2.8,14,0.2125,3714.285714285714
253,253,253,253,264,Mercedes-Benz GLE 350d,Coimbatore,2017,29819,Diesel,Automatic,First,11.57,2987.0,254.79,5.0,61.29,7,0.0454099454452686,4259.857142857143
254,254,254,254,265,Mercedes-Benz New C-Class C 220 CDI CLASSIC,Bangalore,2014,57000,Diesel,Manual,Second,15.8,2148.0,170.0,5.0,18.0,10,0.0929411764705882,5700.0
255,255,255,255,266,Maruti Ritz ZDi,Hyderabad,2014,88500,Diesel,Manual,First,23.2,1248.0,73.94,5.0,4.35,10,0.3137679199350825,8850.0
256,256,256,256,267,Hyundai Creta 1.6 CRDi SX,Bangalore,2016,28000,Diesel,Manual,First,19.67,1582.0,126.2,5.0,13.75,8,0.155863708399366,3500.0
257,257,257,257,268,Maruti A-Star Vxi,Pune,2010,67000,Petrol,Manual,First,19.0,998.0,66.1,5.0,2.0,14,0.2874432677760968,4785.714285714285
258,258,258,258,269,Renault Duster 110PS Diesel RXZ Option,Delhi,2016,26000,Diesel,Manual,First,19.64,1461.0,108.45,5.0,10.0,8,0.1810972798524665,3250.0
259,259,259,259,270,Fiat Grande Punto 1.3 Emotion Pack (Diesel),Delhi,2010,120000,Diesel,Manual,First,17.8,1248.0,76.0,5.0,1.65,14,0.2342105263157894,8571.42857142857
260,260,260,260,271,BMW X3 xDrive30d M Sport,Coimbatore,2017,51982,Diesel,Automatic,First,16.55,2993.0,258.0,5.0,45.77,7,0.0641472868217054,7426.0
261,261,261,261,272,Hyundai i10 Sportz,Bangalore,2010,36000,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,3.25,14,0.2580481622306717,2571.4285714285716
262,262,262,262,273,Toyota Innova 2.5 G4 Diesel 7-seater,Pune,2016,47000,Diesel,Manual,First,12.8,2494.0,102.0,7.0,12.8,8,0.1254901960784313,5875.0
263,263,263,263,274,Maruti Zen VXI BSII,Mumbai,2002,60000,Petrol,Manual,Third,17.3,993.0,60.0,5.0,0.55,22,0.2883333333333333,2727.2727272727275
264,264,264,264,275,Maruti Swift VDI,Hyderabad,2018,31025,Diesel,Manual,First,28.4,1248.0,74.0,5.0,7.15,6,0.3837837837837837,5170.833333333333
265,265,265,265,276,Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Pune,2013,105000,Diesel,Manual,Second,12.05,2179.0,120.0,8.0,7.0,11,0.1004166666666666,9545.454545454546
266,266,266,266,277,Tata Zest Quadrajet 1.3 75PS XE,Pune,2017,121900,Diesel,Manual,First,22.95,1248.0,74.0,5.0,3.75,7,0.3101351351351351,17414.285714285714
267,267,267,267,278,Ford EcoSport 1.0 Ecoboost Titanium Plus,Mumbai,2017,22695,Petrol,Manual,First,18.88,999.0,123.24,5.0,8.5,7,0.1531970139565076,3242.1428571428573
268,268,268,268,279,Maruti Swift Dzire ZDI,Jaipur,2012,73000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,4.35,12,0.3162162162162162,6083.333333333333
269,269,269,269,280,Maruti Alto 800 LXI,Kochi,2016,32227,Petrol,Manual,First,22.74,796.0,47.3,5.0,3.26,8,0.4807610993657505,4028.375
270,270,270,270,281,Honda City 1.5 S MT,Jaipur,2011,55000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,4.21,13,0.1440677966101695,4230.7692307692305
271,271,271,271,282,Audi Q7 3.0 TDI Quattro Technology,Kochi,2018,11287,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,70.36,6,0.05,1881.1666666666667
272,272,272,272,283,Skoda Laura 1.9 TDI AT Ambiente,Mumbai,2009,48000,Diesel,Automatic,Second,17.0,1896.0,105.0,5.0,2.95,15,0.1619047619047619,3200.0
273,273,273,273,284,Hyundai Verna 1.6 SX VTVT (O),Kochi,2012,54308,Petrol,Manual,First,17.1,1591.0,121.3,5.0,4.28,12,0.1409727947238252,4525.666666666667
274,274,274,274,285,Honda City 1.5 V AT,Jaipur,2009,78442,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,3.57,15,0.1423728813559322,5229.466666666666
275,275,275,275,286,Hyundai i20 Magna Optional 1.4 CRDi,Kolkata,2013,46000,Diesel,Manual,First,21.9,1396.0,88.8,5.0,3.11,11,0.2466216216216216,4181.818181818182
276,276,276,276,287,Hyundai i20 Sportz AT 1.4,Coimbatore,2014,45051,Petrol,Automatic,First,15.0,1396.0,98.6,5.0,5.96,10,0.152129817444219,4505.1
277,277,277,277,288,Volkswagen Vento Diesel Highline,Hyderabad,2011,69000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,4.7,13,0.1982625482625482,5307.692307692308
278,278,278,278,289,Honda City i VTEC VX,Ahmedabad,2014,49000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,6.9,10,0.1483375959079284,4900.0
279,279,279,279,290,Tata Zest Quadrajet 1.3 75PS XE,Pune,2018,45000,Diesel,Manual,First,22.95,1248.0,74.0,5.0,5.25,6,0.3101351351351351,7500.0
280,280,280,280,291,BMW 5 Series 2003-2012 520d,Pune,2015,64000,Diesel,Automatic,First,18.48,1995.0,177.0,5.0,28.0,9,0.1044067796610169,7111.111111111111
281,281,281,281,292,Maruti Wagon R LXI Minor,Delhi,2009,60000,Petrol,Manual,First,18.9,1061.0,67.0,5.0,1.35,15,0.2820895522388059,4000.0
282,282,282,282,293,Honda Jazz VX,Delhi,2015,62178,Petrol,Manual,First,18.2,1199.0,88.7,5.0,4.85,9,0.2051860202931228,6908.666666666667
283,283,283,283,294,Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,Coimbatore,2012,58006,Diesel,Manual,First,15.0,1896.0,105.0,5.0,6.7,12,0.1428571428571428,4833.833333333333
284,284,284,284,295,Hyundai i10 Magna 1.2,Hyderabad,2010,74000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.1,14,0.2580481622306717,5285.714285714285
285,285,285,285,296,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Kochi,2015,77771,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,18.64,9,0.1133529411764705,8641.222222222223
286,286,286,286,297,Hyundai i10 Magna 1.2 iTech SE,Pune,2012,45275,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.8,12,0.2580481622306717,3772.9166666666665
287,287,287,287,298,Toyota Innova Crysta 2.4 ZX MT,Chennai,2016,48000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,20.25,8,0.0925575101488497,6000.0
288,288,288,288,299,Audi A6 2011-2015 2.0 TDI Technology,Kochi,2015,31652,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,26.78,9,0.1014168530947054,3516.8888888888887
289,289,289,289,300,Toyota Innova 2.5 VX (Diesel) 7 Seater,Hyderabad,2010,109000,Diesel,Manual,Second,12.99,2494.0,100.6,7.0,8.26,14,0.1291252485089463,7785.714285714285
290,290,290,290,301,Volkswagen Polo Petrol Trendline 1.2L,Mumbai,2015,31978,Petrol,Manual,First,16.47,1198.0,73.9,5.0,3.89,9,0.2228687415426251,3553.1111111111113
291,291,291,291,302,Maruti Alto K10 LXI,Hyderabad,2011,70000,Petrol,Manual,First,20.92,998.0,67.1,5.0,2.1,13,0.3117734724292101,5384.615384615385
292,292,292,292,303,Honda City i-VTEC CVT ZX,Mumbai,2017,15000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,12.69,7,0.1534526854219949,2142.8571428571427
293,293,293,293,304,Tata Indigo LX,Coimbatore,2013,59138,Diesel,Manual,First,17.0,1405.0,70.0,5.0,2.58,11,0.2428571428571428,5376.181818181818
294,294,294,294,305,Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2014,61726,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,20.77,10,0.1014168530947054,6172.6
295,295,295,295,306,Mercedes-Benz GLA Class 200 CDI SPORT,Delhi,2015,48000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,20.26,9,0.1316176470588235,5333.333333333333
296,296,296,296,309,Maruti Celerio VXI AT,Hyderabad,2014,77815,Petrol,Automatic,First,23.1,998.0,67.04,5.0,4.25,10,0.3445704057279236,7781.5
297,297,297,297,310,Mercedes-Benz GLE 250d,Hyderabad,2017,29000,Diesel,Automatic,First,17.9,2143.0,201.15,5.0,57.0,7,0.0889883171762366,4142.857142857143
298,298,298,298,311,Land Rover Range Rover HSE Dynamic,Delhi,2017,44000,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,44.0,7,0.0676611614278103,6285.714285714285
299,299,299,299,312,Volkswagen Vento Diesel Trendline,Hyderabad,2011,108626,Diesel,Manual,First,20.54,1598.0,103.6,5.0,3.65,13,0.1982625482625482,8355.846153846154
300,300,300,300,313,Maruti Omni 8 Seater BSIV,Hyderabad,2012,71791,Petrol,Manual,First,14.0,796.0,35.0,5.0,2.05,12,0.4,5982.583333333333
301,301,301,301,314,Honda Brio 1.2 VX MT,Kochi,2012,91931,Petrol,Manual,First,18.5,1198.0,86.8,5.0,3.13,12,0.2131336405529954,7660.916666666667
302,302,302,302,315,Tata Sumo Delux,Hyderabad,2000,158000,Diesel,Manual,Second,14.07,2956.0,83.1,7.0,1.5,24,0.1693140794223827,6583.333333333333
303,303,303,303,316,Tata Indica Vista Aura 1.3 Quadrajet,Pune,2012,91183,Diesel,Manual,First,18.0,1248.0,75.0,5.0,2.85,12,0.24,7598.583333333333
